#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,,North America,,"115,682,370",+14,"1,533,239",,"110,142,624","+3,281","4,006,507","8,467",,,,,,North America,,,,,,,
,,Asia,,"188,085,078","+128,137","1,476,288",+257,"181,865,607","+205,691","4,743,183","11,197",,,,,,Asia,,,,,,,
,,Europe,,"224,718,619","+68,641","1,915,384",+151,"218,821,968","+126,160","3,981,267","8,953",,,,,,Europe,,,,,,,
,,South America,,"63,957,661","+1,602","1,328,280",,"62,142,054","+4,617","487,327","10,304",,,,,,South America,,,,,,,
,,Oceania,,"12,304,377","+2,537","20,460",+8,"12,120,727","+1,474","163,190",108,,,,,,Australia/Oceania,,,,,,,
,,Africa,,"12,635,040",+17,"257,534",,"11,981,199",+81,"396,307","1,018",,,,,,Africa,,,,,,,
,,,,721,,15,,706,,0,0,,,,,,,,,,,,,
,World,"617,383,866","+200,948","6,531,200",+416,"597,074,885","+341,304","13,777,781","40,047","79,205",837.9,,,,All,,,,,,,
121,Namibia,"169,253",,"4,065 ",,"164,813",,375,,"64,048","1,538","1,062,663","402,131","2,642,578 ",Africa,166502,,,142
122,Ghana,"168,616",,"1,459 ",,"167,123",,34,2,"5,187",45,"2,498,516","76,863","32,506,137 ",Africa,"19322,28013",,,1
123,Jamaica,"151,269",,"3,294 ",,"98,136",,"49,839",,"50,596","1,102","1,178,757","394,271","2,989,713 ",North America,209083,,,"16,670"
124,Cambodia,"137,771",+4,"3,056 ",,"134,659",+9,56,,"7,996",177,"3,063,149","177,778","17,230,175 ",Asia,"1255,6386",0.2,,3
125,Rwanda,"132,486",,"1,466 ",,"130,955",,65,,"9,698",107,"5,796,927","424,320","13,661,702 ",Africa,"1039,3192",,,5
126,Cameroon,"121,652",,"1,935 ",,"118,616",,"1,101",13,"4,344",69,"1,751,774","62,550","28,006,042 ",Africa,"23014,47316",,,39
127,Malta,"114,425",+14,804 ,,"113,066",+12,555,4,"257,633","1,810","2,055,600","4,628,270","444,140 ",Europe,45520,32,,"1,250"
128,Angola,"103,131",,"1,917 ",,"101,155",,59,,"2,936",55,"1,499,795","42,698","35,125,698 ",Africa,"34118,32323",,,2
129,Barbados,"102,193",,559 ,,"101,283",,351,,"354,650","1,940","761,912","2,644,132","288,152 ",North America,35150,,,"1,218"
130,French Guiana,"93,925",,410 ,,"11,254",,"82,261",3,"297,429","1,298","651,257","2,062,310","315,790 ",South America,37700,,,"260,493"
131,DRC,"92,751",,"1,422 ",,"83,504",,"7,825",,970,15,"846,704","8,859","95,578,807 ",Africa,"1,03067,214113",,,82
132,Channel Islands,"90,547",,200 ,,"89,857",,490,,"510,403","1,127","1,252,808","7,061,932","177,403 ",Europe,28870,,,"2,762"
133,Senegal,"88,268",,"1,968 ",,"86,174",,126,,"4,982",111,"1,146,543","64,707","17,718,982 ",Africa,"2019,00415",,,7
134,Malawi,"87,980",,"2,680 ",,"84,798",,502,67,"4,351",133,"614,484","30,386","20,222,305 ",Africa,"2307,54633",,,25
135,Ivory Coast,"87,031",,822 ,,"86,158",,51,,"3,128",30,"1,622,732","58,326","27,821,688 ",Africa,"32033,84617",,,2
136,Suriname,"81,078",,"1,384 ",,"49,620",,"30,074",,"135,527","2,313","239,051","399,588","598,243 ",South America,74323,,,"50,271"
137,French Polynesia,"76,578",,649 ,,N/A,N/A,N/A,7,"269,172","2,281",,,"284,495 ",Australia/Oceania,4438,,,"149,138"
138,New Caledonia,"74,086",,314 ,,"73,639",,133,9,"254,101","1,077","98,964","339,428","291,561 ",Australia/Oceania,49293,,,456
139,Eswatini,"73,379",,"1,422 ",,"71,950",,7,11,"61,834","1,198","1,045,030","880,618","1,186,701 ",Africa,168351,,,6
140,Guyana,"71,256",,"1,281 ",,"69,864",,111,,"89,638","1,611","692,730","871,430","794,935 ",South America,116211,,,140
141,Belize,"68,704",,680 ,,"67,860",,164,6,"166,121","1,644","576,016","1,392,766","413,577 ",North America,66081,,,397
142,Fiji,"68,223",,878 ,,"66,274",,"1,071",,"74,905",964,"659,796","724,418","910,794 ",Australia/Oceania,"131,0371",,,"1,176"
143,Madagascar,"66,660",,"1,410 ",,"65,230",,20,2,"2,278",48,"512,454","17,511","29,264,115 ",Africa,"43920,75557",,,0.7
144,Sudan,"63,275",,"4,961 ",,"57,234",+34,"1,080",,"1,372",108,"562,941","12,208","46,111,576 ",Africa,"7299,29582",,,23
145,Mauritania,"62,784",,994 ,,"61,777",,13,,"12,762",202,"964,179","195,982","4,919,734 ",Africa,"784,9495",,,3
146,Cabo Verde,"62,354",,410 ,,"61,877",,67,23,"109,522",720,"401,622","705,432","569,328 ",Africa,"91,3891",,,118
147,Bhutan,"61,730",+311,21 ,,"61,564",+251,145,,"78,102",27,"2,303,734","2,914,724","790,378 ",Asia,"1337,6370",393,,183
148,Syria,"57,220",,"3,163 ",,"53,984",,73,,"3,103",172,"146,269","7,932","18,440,088 ",Asia,"3225,830126",,,4
149,Burundi,"49,370",,38 ,,"48,578",,754,,"3,896",3,"345,742","27,281","12,673,418 ",Africa,"257333,51137",,,59
150,Gabon,"48,682",,306 ,,"48,266",,110,,"20,788",131,"1,615,785","689,980","2,341,784 ",Africa,"487,6531",,,47
151,Seychelles,"46,358",,169 ,,"45,977",,212,,"465,012","1,695",,,"99,692 ",Africa,2590,,,"2,127"
152,Andorra,"46,147",,155 ,,"45,938",,54,14,"595,153","1,999","249,838","3,222,136","77,538 ",Europe,25000,,,696
153,Curaçao,"45,127",,282 ,,"44,720",,125,3,"272,547","1,703","496,693","2,999,807","165,575 ",North America,45870,,,755
154,Papua New Guinea,"44,931",,664 ,,"43,982",,285,7,"4,820",71,"249,149","26,728","9,321,504 ",Australia/Oceania,"20714,03837",,,31
155,Aruba,"42,914",,227 ,,"42,438",,249,2,"398,211","2,106","177,885","1,650,644","107,767 ",North America,34751,,,"2,311"
156,Mauritius,"40,401",,"1,023 ",,"38,728",,650,,"31,652",801,"358,675","280,999","1,276,428 ",Africa,"321,2484",,,509
157,Mayotte,"40,161",,187 ,,N/A,N/A,N/A,,"139,758",651,"176,919","615,670","287,360 ",Africa,"71,5372",,,"128,793"
158,Tanzania,"39,253",,845 ,,N/A,N/A,N/A,7,618,13,,,"63,494,203 ",Africa,"1,61875,141",,,602
159,Togo,"38,741",,284 ,,"38,223",,234,,"4,449",33,"789,652","90,687","8,707,473 ",Africa,"22530,66011",,,27
160,Isle of Man,"38,008",,116 ,,N/A,N/A,N/A,,"441,815","1,348","150,753","1,752,392","86,027 ",Europe,27421,,,"129,006"
161,Guinea,"37,652",,449 ,,"36,880",,323,8,"2,705",32,"660,107","47,422","13,919,987 ",Africa,"37031,00221",,,23
162,Bahamas,"37,187",,833 ,,"36,013",,341,1,"92,610","2,074","248,846","619,721","401,545 ",North America,114822,,,849
163,Faeroe Islands,"34,658",,28 ,,N/A,N/A,N/A,5,"703,387",568,"778,000","15,789,581","49,273 ",Europe,"11,7600",,,"546,689"
164,Lesotho,"34,490",,706 ,,"25,980",,"7,804",,"15,823",324,"431,221","197,829","2,179,763 ",Africa,"633,0875",,,"3,580"
165,Haiti,"33,721",,857 ,,"31,266",,"1,598",,"2,880",73,"132,422","11,309","11,709,625 ",North America,"34713,66488",,,136
166,Mali,"32,508",,740 ,,"31,101",,667,,"1,509",34,"754,246","35,016","21,539,835 ",Africa,"66329,10829",,,31
167,Cayman Islands,"30,545",,31 ,,"8,553",,"21,961",1,"453,008",460,"222,773","3,303,914","67,427 ",North America,"22,1750",,,"325,700"
168,Saint Lucia,"28,894",,391 ,,"28,369",,134,,"155,779","2,108","209,716","1,130,660","185,481 ",North America,64741,,,722
169,Benin,"27,638",,163 ,,"27,322",,153,5,"2,155",13,"604,310","47,120","12,824,899 ",Africa,"46478,68021",,,12
170,Somalia,"27,197",,"1,352 ",,"13,182",,"12,663",,"1,612",80,"400,466","23,734","16,873,094 ",Africa,"62012,48042",,,750
171,Congo,"24,837",,386 ,,"24,006",,445,,"4,269",66,"347,815","59,780","5,818,219 ",Africa,"23415,07317",,,76
172,Timor-Leste,"23,239",,138 ,,"23,067",,34,,"16,914",100,"275,776","200,720","1,373,931 ",Asia,"599,9565",,,25
173,Solomon Islands,"21,544",,153 ,,"16,357",,"5,034",1,"29,753",211,"5,117","7,067","724,106 ",Australia/Oceania,"344,733142",,,"6,952"
174,Burkina Faso,"21,128",,387 ,,"20,632",,109,,953,17,"248,995","11,231","22,169,927 ",Africa,"1,04957,28789",,,5
175,San Marino,"20,552",,118 ,,"20,351",,83,4,"602,892","3,462","157,634","4,624,190","34,089 ",Europe,22890,,,"2,435"
176,Gibraltar,"20,069",,108 ,,"16,579",,"3,382",,"596,068","3,208","534,283","15,868,692","33,669 ",Europe,23120,,,"100,448"
177,Grenada,"19,473",,236 ,,"19,142",,95,4,"171,304","2,076","179,054","1,575,140","113,675 ",North America,64821,,,836
178,Liechtenstein,"19,439",+1,86 ,,"19,255",+5,98,1,"506,620","2,241","102,174","2,662,862","38,370 ",Europe,24460,26,,"2,554"
179,Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,720",33,,,"6,798,679 ",North America,"36830,216",,,"2,065"
180,Bermuda,"18,077",,148 ,,"17,860",,69,,"292,650","2,396","1,000,375","16,195,159","61,770 ",North America,34170,,,"1,117"
181,South Sudan,"17,823",,138 ,,"17,335",,350,1,"1,552",12,"410,280","35,727","11,483,660 ",Africa,"64483,21528",,,30
182,Tajikistan,"17,786",,125 ,,"17,264",,397,,"1,777",12,,,"10,011,007 ",Asia,"56380,088",,,40
183,Equatorial Guinea,"16,991",,183 ,,"16,661",,147,5,"11,291",122,"365,697","243,011","1,504,855 ",Africa,"898,2234",,,98
184,Tonga,"16,182",,12 ,,"15,638",,532,,"149,360",111,"535,009","4,938,150","108,342 ",Australia/Oceania,"79,0290",,,"4,910"
185,Samoa,"15,889",,29 ,,"1,605",,"14,255",4,"78,922",144,"187,397","930,814","201,326 ",Australia/Oceania,"136,9421",,,"70,806"
186,Djibouti,"15,690",,189 ,,"15,427",,74,,"15,386",185,"305,941","300,017","1,019,744 ",Africa,"655,3953",,,73
187,Marshall Islands,"15,213",,17 ,,"15,118",,78,22,"253,246",283,,,"60,072 ",Australia/Oceania,"43,534",,,"1,298"
188,CAR,"14,904",,113 ,,"14,520",,271,2,"2,972",23,"81,294","16,209","5,015,307 ",Africa,"33744,38362",,,54
189,Dominica,"14,852",,68 ,,"14,554",,230,,"205,192",939,"210,195","2,904,008","72,381 ",North America,"51,0640",,,"3,178"
190,Monaco,"14,501",,63 ,,"14,372",,66,4,"363,826","1,581","78,646","1,973,204","39,857 ",Europe,36331,,,"1,656"
191,Gambia,"12,508",,372 ,,"12,028",,108,,"4,873",145,"155,686","60,656","2,566,704 ",Africa,"2056,90016",,,42
192,Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,065",369,"164,926","2,894,099","56,987 ",North America,"52,7140",,,"161,247"
193,Saint Martin,"11,941",,63 ,,"1,399",,"10,479",7,"297,610","1,570","112,382","2,800,937","40,123 ",North America,36370,,,"261,172"
194,Yemen,"11,932",,"2,155 ",,"9,119",,658,23,381,69,"329,592","10,538","31,277,481 ",Asia,"2,62114,51495",,,21
195,Vanuatu,"11,930",,14 ,,"11,889",,27,,"36,934",43,"24,976","77,324","323,005 ",Australia/Oceania,"2723,07213",,,84
196,Caribbean Netherlands,"11,200",,36 ,,"10,476",,688,,"418,519","1,345","30,126","1,125,743","26,761 ",North America,27431,,,"25,709"
197,Sint Maarten,"10,855",,87 ,,"10,762",,6,10,"246,980","1,979","62,056","1,411,936","43,951 ",North America,45051,,,137
198,Eritrea,"10,164",,103 ,,"10,056",,5,,"2,781",28,"23,693","6,483","3,654,864 ",Africa,"36035,484154",,,1
199,Niger,"9,931",,312 ,,"8,890",,729,1,380,12,"254,538","9,736","26,143,380 ",Africa,"2,63383,793103",,,28
200,Micronesia,"9,759",,29 ,,157,,"9,573",1,"82,923",246,"21,923","186,282","117,687 ",Australia/Oceania,"124,0585",,,"81,343"
201,Antigua and Barbuda,"9,008",,145  ,,"8,830",,33,1,"90,333","1,454","18,901","189,541","99,720 ",North America,116885,,,331
202,Guinea-Bissau,"8,796",,175 ,,"8,301",,320,6,"4,248",85,"145,231","70,133","2,070,783 ",Africa,"23511,83314",,,155
203,Comoros,"8,467",,161 ,,"8,302",,4,,"9,299",177,,,"910,532 ",Africa,"1085,655",,,4
204,Liberia,"7,929",,294 ,,"7,544",,91,2,"1,490",55,"139,824","26,281","5,320,359 ",Africa,"67118,09638",,,17
205,Sierra Leone,"7,750",,126 ,,N/A,N/A,N/A,,930,15,"259,958","31,187","8,335,423 ",Africa,"1,07666,15432",,,331
206,Chad,"7,560",,193 ,,"4,874",,"2,493",,433,11,"191,341","10,954","17,467,474 ",Africa,"2,31190,50591",,,143
207,British Virgin Islands,"7,305",,64 ,,N/A,N/A,N/A,,"238,142","2,086","107,339","3,499,234","30,675 ",North America,44790,,,391
208,St. Vincent Grenadines,"7,112",,115 ,,"6,641",,356,,"63,660","1,029","100,856","902,773","111,718 ",North America,169711,,,"3,187"
209,Saint Kitts and Nevis,"6,541",,46 ,,"6,482",,13,,"121,062",851,"124,861","2,310,957","54,030 ",North America,"81,1750",,,241
210,Cook Islands,"6,389",,1 ,,"6,384",,4,,"363,011",57,"19,690","1,118,750","17,600 ",Australia/Oceania,"317,6001",,,227
211,Turks and Caicos,"6,380",,36 ,,"6,321",,23,4,"160,004",903,"550,093","13,795,782","39,874 ",North America,"61,1080",,,577
212,Sao Tome and Principe,"6,193",,76 ,,"6,101",,16,,"27,144",333,"29,036","127,267","228,151 ",Africa,"373,0028",,,70
213,Palau,"5,445",,6 ,,"5,426",,13,1,"297,801",328,"64,681","3,537,574","18,284 ",Australia/Oceania,"33,0470",,,711
214,St. Barth,"5,263",,6 ,,N/A,N/A,N/A,,"529,264",603,"78,646","7,908,890","9,944 ",North America,"21,6570",,,"482,200"
215,Nauru,"4,611",,1 ,,"4,605",,5,,"420,175",91,"20,509","1,868,872","10,974 ",Australia/Oceania,"210,9741",,,456
216,Anguilla,"3,851",,12 ,,"3,821",,18,4,"251,716",784,"51,382","3,358,520","15,299 ",North America,"41,2750",,,"1,177"
217,Kiribati,"3,430",,13 ,,"2,703",,714,3,"27,774",105,,,"123,498 ",Australia/Oceania,"369,500",,,"5,781"
218,Saint Pierre Miquelon,"3,131",,1 ,,"2,449",,681,1,"546,232",174,"24,902","4,344,382","5,732 ",North America,"25,7320",,,"118,807"
219,Falkland Islands,"1,886",, ,,"1,886",,0,,"509,179",,"8,632","2,330,454","3,704 ",South America,20,,,
220,Montserrat,"1,326",,8 ,,"1,188",,130,,"265,253","1,600","16,903","3,381,276","4,999 ",North America,46250,,,"26,005"
221,Macao,793,,6 ,,787,,0,,"1,186",9,"7,850","11,736","668,891 ",Asia,"843111,48285",,,
222,Wallis and Futuna,761,,7 ,,438,,316,,"70,430",648,"20,508","1,898,010","10,805 ",Australia/Oceania,"141,5441",,,"29,246"
223,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,
224,Niue,79,, ,,77,+3,2,,"47,879",,,,"1,650 ",Australia/Oceania,21,,,"1,212"
225,Saint Helena,57,, ,,2,,55,,"9,318",,,,"6,117 ",Africa,107,,,"8,991"
226,Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe,28,,,
227,Tuvalu,20,, ,,,,20,,"1,651",,,,"12,113 ",Australia/Oceania,606,,,"1,651"
228,Western Sahara,10,,1 ,,9,,0,,16,2,,,"629,792 ",Africa,"62,979629,792",,,
229,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,
230,China,"248,326",+147,"5,226 ",,"239,454",+366,"3,646",35,173,4,"160,000,000","111,163","1,439,323,776 ",Asia,"5,796275,4169",0.1,,3
,Total:,"115,682,370",+14,"1,533,239",,"110,142,624",,"4,006,507","8,467",,,,,,North America, ,,,,,
,Total:,"188,085,078","+128,137","1,476,288",+257,"181,865,607","+205,691","4,743,183","11,197",,,,,,Asia, ,,,,,
,Total:,"224,718,619","+68,641","1,915,384",+151,"218,821,968","+126,160","3,981,267","8,953",,,,,,Europe, ,,,,,
,Total:,"63,957,661","+1,602","1,328,280",,"62,142,054",,"487,327","10,304",,,,,,South America, ,,,,,
,Total:,"12,304,377","+2,537","20,460",+8,"12,120,727","+1,474","163,190",108,,,,,,Australia/Oceania, ,,,,,
,Total:,"12,635,040",+17,"257,534",,"11,981,199",,"396,307","1,018",,,,,,Africa, ,,,,,
,Total:,721,,15,,706,,0,0,,,,,,, ,,,,,
,Total:,"617,383,866","+200,948","6,531,200",+416,"597,074,885","+341,304","13,777,781","40,047","79,204.6",837.9,,,,All,,,,,,,
